Vertex Id	Closeness centrality as fraction	Closeness centrality
73906	51931/176032	0,29501
73907	51931/194110	0,26753
73908	51931/176101	0,29489
73909	51931/176102	0,29489
73910	51931/219460	0,23663
73911	51931/194081	0,26757
73912	51931/220138	0,23590
73913	51931/194146	0,26748
73914	51931/168385	0,30841
73916	51931/176102	0,29489
73917	51931/168385	0,30841
73918	51931/176032	0,29501
73919	51931/168337	0,30849
73920	51931/176140	0,29483
73921	51931/219241	0,23687
73922	51931/194146	0,26748
73923	51931/219529	0,23656
73924	51931/194043	0,26763
73925	51931/176040	0,29500
73926	51931/194082	0,26757
73927	51931/168385	0,30841
73928	51931/194144	0,26749
73929	51931/194059	0,26760
73930	51931/168344	0,30848
73931	51931/194061	0,26760
73932	51931/176136	0,29483
73933	51931/219529	0,23656
73934	51931/219519	0,23657
73935	51931/168346	0,30848
73936	51931/245965	0,21113
73937	51931/176038	0,29500
73938	51931/176040	0,29500
73939	51931/176142	0,29482
73940	51931/194142	0,26749
73941	51931/219528	0,23656
73942	51931/176136	0,29483
73943	51931/194144	0,26749
73944	51931/168385	0,30841
73946	51931/168385	0,30841
73947	51931/194145	0,26749
73948	51931/168346	0,30848
73949	51931/219529	0,23656
73950	51931/176142	0,29482
73951	51931/168345	0,30848
73953	51931/168381	0,30841
73954	51931/168385	0,30841
73955	51931/176142	0,29482
73956	51931/168346	0,30848
73957	51931/218984	0,23715
73958	51931/194043	0,26763
73959	51931/175872	0,29528
73960	51931/168340	0,30849
73961	51931/194024	0,26765
73962	51931/193898	0,26783
73963	51931/168282	0,30860
73964	51931/174968	0,29680
73965	51931/192476	0,26981
73966	51931/218263	0,23793
73967	51931/175728	0,29552
73968	51931/218438	0,23774
73969	51931/168307	0,30855
73970	51931/168251	0,30865
73971	51931/193971	0,26773
73972	51931/193910	0,26781
73973	51931/168280	0,30860
73974	51931/167609	0,30983
73975	51931/193979	0,26771
73976	51931/175912	0,29521
73977	51931/194111	0,26753
73978	51931/194021	0,26766
73979	51931/218247	0,23795
73980	51931/168321	0,30852
73981	51931/168299	0,30856
73982	51931/175856	0,29530
73983	51931/194067	0,26759
73984	51931/244453	0,21244
73985	51931/194063	0,26760
73986	51931/175794	0,29541
73987	51931/193977	0,26772
73988	51931/168351	0,30847
73989	51931/168355	0,30846
73990	51931/220086	0,23596
73991	51931/168353	0,30846
73992	51931/168353	0,30846
73993	51931/168312	0,30854
73994	51931/175812	0,29538
73995	51931/218185	0,23801
73996	51931/219201	0,23691
73997	51931/175756	0,29547
73998	51931/193986	0,26770
73999	51931/218381	0,23780
74000	51931/168335	0,30850
74001	51931/176045	0,29499
74002	51931/193957	0,26774
74003	51931/174474	0,29764
74004	51931/168242	0,30867
74005	51931/192559	0,26969
74006	51931/219717	0,23635
74007	51931/176048	0,29498
74008	51931/176051	0,29498
74009	51931/168346	0,30848
74010	51931/194063	0,26760
74011	51931/265462	0,19562
74012	51931/194065	0,26760
74013	51931/176049	0,29498
74014	51931/265461	0,19563
74015	51931/168297	0,30857
74016	51931/168339	0,30849
74017	51931/265707	0,19544
74018	51931/176035	0,29500
74019	51931/176036	0,29500
74020	51931/168340	0,30849
74021	51931/176035	0,29500
74022	51931/225554	0,23024
74023	51931/194044	0,26762
74024	51931/168385	0,30841
74025	51931/168340	0,30849
74026	51931/226150	0,22963
74027	51931/168339	0,30849
74028	51931/226604	0,22917
74030	51931/168340	0,30849
74031	51931/219131	0,23699
74032	51931/176068	0,29495
74033	51931/194045	0,26762
74034	51931/176140	0,29483
74035	51931/194045	0,26762
74036	51931/194146	0,26748
74038	51931/168385	0,30841
74039	51931/168340	0,30849
74040	51931/168385	0,30841
74041	51931/226150	0,22963
74042	51931/194146	0,26748
74043	51931/176035	0,29500
74044	51931/226150	0,22963
74045	51931/168340	0,30849
74046	51931/168339	0,30849
74047	51931/168339	0,30849
74048	51931/167630	0,30980
74049	51931/168316	0,30853
74050	51931/219746	0,23632
74051	51931/176142	0,29482
74052	51931/176031	0,29501
74053	51931/175873	0,29528
74054	51931/219308	0,23679
74055	51931/175873	0,29528
74056	51931/168385	0,30841
74057	51931/176095	0,29490
74058	51931/194071	0,26759
74059	51931/175878	0,29527
74060	51931/176077	0,29493
74061	51931/176142	0,29482
74062	51931/175887	0,29525
74063	51931/194071	0,26759
74064	51931/168385	0,30841
74065	51931/168319	0,30853
74066	51931/168384	0,30841
74067	51931/244696	0,21223
74068	51931/168383	0,30841
74069	51931/175815	0,29537
74070	51931/194145	0,26749
74071	51931/194070	0,26759
74072	51931/168324	0,30852
74073	51931/194081	0,26757
74074	51931/168323	0,30852
74075	51931/194081	0,26757
74076	51931/175838	0,29533
74077	51931/175765	0,29546
74078	51931/168363	0,30845
74079	51931/175978	0,29510
74080	51931/194146	0,26748
74081	51931/175854	0,29531
74082	51931/175839	0,29533
74083	51931/175843	0,29533
74084	51931/193984	0,26771
74086	51931/219416	0,23668
74087	51931/168318	0,30853
74089	51931/191887	0,27063
74090	51931/218735	0,23742
74091	51931/193932	0,26778
74092	51931/168287	0,30859
74093	51931/218259	0,23793
74094	51931/168297	0,30857
74095	51931/218178	0,23802
74096	51931/168316	0,30853
74097	51931/175778	0,29544
74098	51931/168312	0,30854
74099	51931/193941	0,26777
74100	51931/219031	0,23709
74101	51931/244585	0,21232
74102	51931/193970	0,26773
74103	51931/217956	0,23826
74104	51931/168318	0,30853
74105	51931/175946	0,29515
74106	51931/194013	0,26767
74107	51931/194003	0,26768
74108	51931/194008	0,26767
74109	51931/194005	0,26768
74110	51931/175759	0,29547
74111	51931/168298	0,30857
74112	51931/175723	0,29553
74113	51931/168281	0,30860
74114	51931/168282	0,30860
74115	51931/168288	0,30858
74116	51931/218831	0,23731
74117	51931/168296	0,30857
74118	51931/168276	0,30861
74119	51931/193943	0,26776
74120	51931/193950	0,26775
74121	51931/175949	0,29515
74122	51931/218769	0,23738
74123	51931/193943	0,26776
74124	51931/218100	0,23811
74125	51931/168336	0,30850
74126	51931/175881	0,29526
74127	51931/168299	0,30856
74128	51931/175979	0,29510
74129	51931/191937	0,27056
74130	51931/218364	0,23782
74131	51931/193913	0,26781
74132	51931/218442	0,23773
74133	51931/217847	0,23838
74134	51931/168296	0,30857
74135	51931/175729	0,29552
74136	51931/194040	0,26763
74137	51931/175792	0,29541
74138	51931/175797	0,29540
74139	51931/218056	0,23815
74140	51931/193987	0,26770
74141	51931/194013	0,26767
74142	51931/175745	0,29549
74143	51931/168286	0,30859
74144	51931/218891	0,23725
74145	51931/193961	0,26774
74146	51931/194006	0,26768
74147	51931/168292	0,30858
74148	51931/193957	0,26774
74149	51931/168352	0,30847
74150	51931/217738	0,23850
74151	51931/175728	0,29552
74152	51931/168313	0,30854
74153	51931/218692	0,23746
74154	51931/175928	0,29518
74155	51931/193947	0,26776
74156	51931/219226	0,23688
74157	51931/218743	0,23741
74158	51931/218335	0,23785
74159	51931/168313	0,30854
74160	51931/175769	0,29545
74161	51931/243095	0,21362
74162	51931/175832	0,29534
74163	51931/219007	0,23712
74164	51931/168258	0,30864
74165	51931/175752	0,29548
74166	51931/217809	0,23842
74167	51931/168309	0,30855
74168	51931/175679	0,29560
74169	51931/213486	0,24325
74170	51931/194006	0,26768
74171	51931/218299	0,23789
74172	51931/218350	0,23783
74173	51931/194002	0,26768
74174	51931/168334	0,30850
74175	51931/168277	0,30860
74176	51931/175919	0,29520
74177	51931/218869	0,23727
74178	51931/175721	0,29553
74179	51931/193902	0,26782
74180	51931/176032	0,29501
74181	51931/224915	0,23089
74182	51931/168273	0,30861
74183	51931/218204	0,23799
74184	51931/175883	0,29526
74185	51931/193967	0,26773
74186	51931/168319	0,30853
74187	51931/175834	0,29534
74188	51931/168297	0,30857
74189	51931/193950	0,26775
74190	51931/168287	0,30859
74191	51931/175726	0,29552
74192	51931/193957	0,26774
74193	51931/175855	0,29531
74194	51931/218300	0,23789
74195	51931/176061	0,29496
74196	51931/193929	0,26778
74197	51931/218063	0,23815
74198	51931/218252	0,23794
74199	51931/193952	0,26775
74200	51931/193953	0,26775
74201	51931/175997	0,29507
74202	51931/168274	0,30861
74203	51931/168285	0,30859
74204	51931/175811	0,29538
74205	51931/168345	0,30848
74206	51931/175872	0,29528
74207	51931/168314	0,30854
74208	51931/218342	0,23784
74209	51931/173584	0,29917
74210	51931/218777	0,23737
74211	51931/218339	0,23785
74212	51931/194015	0,26766
74213	51931/218589	0,23757
74214	51931/168278	0,30860
74215	51931/175803	0,29539
74216	51931/219244	0,23686
74217	51931/219002	0,23713
74218	51931/168298	0,30857
74219	51931/218720	0,23743
74220	51931/168313	0,30854
74221	51931/193970	0,26773
74222	51931/218380	0,23780
74223	51931/193923	0,26779
74224	51931/218149	0,23805
74225	51931/168281	0,30860
74226	51931/193942	0,26777
74227	51931/175695	0,29557
74228	51931/194032	0,26764
74229	51931/168282	0,30860
74230	51931/241021	0,21546
74231	51931/193975	0,26772
74232	51931/193981	0,26771
74233	51931/217911	0,23831
74234	51931/168270	0,30862
74235	51931/175766	0,29546
74236	51931/218653	0,23750
74237	51931/218363	0,23782
74238	51931/193880	0,26785
74239	51931/218280	0,23791
74240	51931/193896	0,26783
74241	51931/175687	0,29559
74242	51931/168257	0,30864
74243	51931/168311	0,30854
74244	51931/193958	0,26774
74245	51931/168322	0,30852
74246	51931/193915	0,26780
74247	51931/218937	0,23720
74248	51931/175878	0,29527
74249	51931/167600	0,30985
74250	51931/175672	0,29561
74251	51931/218267	0,23792
74252	51931/193917	0,26780
74253	51931/168274	0,30861
74254	51931/193882	0,26785
74255	51931/168268	0,30862
74256	51931/175981	0,29509
74257	51931/218067	0,23814
74258	51931/168290	0,30858
74259	51931/168308	0,30855
74260	51931/176018	0,29503
74261	51931/218540	0,23763
74262	51931/193910	0,26781
74263	51931/168305	0,30855
74264	51931/193923	0,26779
74265	51931/168306	0,30855
74266	51931/168289	0,30858
74267	51931/168322	0,30852
74268	51931/218230	0,23796
74269	51931/175792	0,29541
74270	51931/168268	0,30862
74271	51931/218733	0,23742
74272	51931/193999	0,26769
74273	51931/243037	0,21368
74274	51931/168179	0,30878
74275	51931/175726	0,29552
74276	51931/218593	0,23757
74277	51931/168290	0,30858
74278	51931/168296	0,30857
74279	51931/218025	0,23819
74280	51931/218034	0,23818
74281	51931/175707	0,29555
74282	51931/175708	0,29555
74283	51931/243155	0,21357
74284	51931/168284	0,30859
74285	51931/193955	0,26775
74286	51931/168276	0,30861
74287	51931/175788	0,29542
74288	51931/218681	0,23747
74289	51931/176094	0,29490
74290	51931/176142	0,29482
74291	51931/194076	0,26758
74292	51931/219430	0,23666
74293	51931/244802	0,21213
74294	51931/176094	0,29490
74295	51931/168352	0,30847
74296	51931/175830	0,29535
74297	51931/176094	0,29490
74298	51931/176142	0,29482
74299	51931/168309	0,30855
74300	51931/168356	0,30846
74301	51931/244299	0,21257
74302	51931/194103	0,26754
74303	51931/194109	0,26754
74304	51931/168353	0,30846
74305	51931/244310	0,21256
74306	51931/194108	0,26754
74307	51931/194108	0,26754
74308	51931/175797	0,29540
74309	51931/194075	0,26758
74310	51931/168360	0,30845
74311	51931/194108	0,26754
74312	51931/194106	0,26754
74313	51931/194146	0,26748
74314	51931/194075	0,26758
74315	51931/194101	0,26755
74316	51931/168362	0,30845
74317	51931/175736	0,29551
74318	51931/168383	0,30841
74319	51931/175876	0,29527
74320	51931/175843	0,29533
74321	51931/226494	0,22928
74322	51931/218672	0,23748
74323	51931/175803	0,29539
74324	51931/244000	0,21283
74325	51931/176132	0,29484
74326	51931/168337	0,30849
74327	51931/175908	0,29522
74328	51931/220039	0,23601
74329	51931/192655	0,26955
74330	51931/175788	0,29542
74331	51931/168259	0,30864
74332	51931/176010	0,29505
74333	51931/175628	0,29569
74334	51931/193862	0,26788
74335	51931/218151	0,23805
74336	51931/193966	0,26773
74337	51931/193910	0,26781
74338	51931/175631	0,29568
74339	51931/175773	0,29544
74340	51931/246026	0,21108
74341	51931/168329	0,30851
74342	51931/193880	0,26785
74343	51931/193943	0,26776
74344	51931/168302	0,30856
74345	51931/193966	0,26773
74346	51931/168258	0,30864
74347	51931/218703	0,23745
74348	51931/168276	0,30861
74349	51931/193975	0,26772
74350	51931/175665	0,29563
74351	51931/175965	0,29512
74352	51931/243328	0,21342
74353	51931/218002	0,23821
74354	51931/193958	0,26774
74355	51931/168299	0,30856
74356	51931/175829	0,29535
74357	51931/168289	0,30858
74358	51931/168316	0,30853
74359	51931/218135	0,23807
74360	51931/175716	0,29554
74361	51931/175725	0,29552
74362	51931/193905	0,26782
74363	51931/168298	0,30857
74364	51931/175728	0,29552
74365	51931/218790	0,23736
74366	51931/218292	0,23790
74367	51931/217931	0,23829
74368	51931/218468	0,23771
74369	51931/191966	0,27052
74370	51931/168342	0,30849
74371	51931/194107	0,26754
74372	51931/175935	0,29517
74373	51931/244707	0,21222
74374	51931/168359	0,30845
74375	51931/194110	0,26753
74376	51931/219103	0,23702
74377	51931/168381	0,30841
74378	51931/168369	0,30844
74379	51931/266161	0,19511
74380	51931/219273	0,23683
74381	51931/176142	0,29482
74382	51931/226273	0,22951
74383	51931/168340	0,30849
74384	51931/168354	0,30846
74385	51931/194146	0,26748
74386	51931/245655	0,21140
74387	51931/175795	0,29541
74388	51931/168355	0,30846
74389	51931/219443	0,23665
74390	51931/176072	0,29494
74391	51931/176142	0,29482
74392	51931/194032	0,26764
74393	51931/244390	0,21249
74395	51931/266762	0,19467
74396	51931/168344	0,30848
74397	51931/176097	0,29490
74398	51931/175850	0,29531
74399	51931/175931	0,29518
74400	51931/168356	0,30846
74401	51931/175826	0,29535
74402	51931/224263	0,23156
74403	51931/194069	0,26759
74404	51931/168315	0,30853
74405	51931/194033	0,26764
74406	51931/175830	0,29535
74407	51931/292303	0,17766
74408	51931/219369	0,23673
74409	51931/167267	0,31047
74410	51931/193894	0,26783
74411	51931/218316	0,23787
74412	51931/218424	0,23775
74413	51931/193935	0,26778
74414	51931/193887	0,26784
74415	51931/175702	0,29556
74416	51931/243162	0,21357
74417	51931/218169	0,23803
74418	51931/194085	0,26757
74419	51931/219201	0,23691
74420	51931/243296	0,21345
74421	51931/193957	0,26774
74422	51931/168277	0,30860
74423	51931/218156	0,23805
74424	51931/168270	0,30862
74425	51931/176023	0,29502
74426	51931/218381	0,23780
74427	51931/218185	0,23801
74428	51931/175817	0,29537
74429	51931/168354	0,30846
74430	51931/193848	0,26790
74431	51931/219037	0,23709
74432	51931/218048	0,23816
74433	51931/175733	0,29551
74434	51931/168284	0,30859
74435	51931/175918	0,29520
74436	51931/175957	0,29513
74437	51931/175899	0,29523
74438	51931/218719	0,23743
74439	51931/218884	0,23725
74440	51931/218722	0,23743
74441	51931/218070	0,23814
74442	51931/218299	0,23789
74443	51931/168288	0,30858
74444	51931/175729	0,29552
74445	51931/245562	0,21148
74446	51931/218742	0,23741
74447	51931/218213	0,23798
74448	51931/218780	0,23737
74449	51931/167925	0,30925
74450	51931/194140	0,26749
74451	51931/194011	0,26767
74452	51931/175794	0,29541
74453	51931/176014	0,29504
74454	51931/194046	0,26762
74455	51931/218422	0,23776
74456	51931/194010	0,26767
74457	51931/194047	0,26762
74458	51931/194106	0,26754
74459	51931/175941	0,29516
74460	51931/168385	0,30841
74461	51931/168372	0,30843
74462	51931/175996	0,29507
74463	51931/168384	0,30841
74464	51931/225976	0,22981
74465	51931/194107	0,26754
74466	51931/218620	0,23754
74467	51931/193988	0,26770
74468	51931/175867	0,29529
74469	51931/194107	0,26754
74470	51931/194083	0,26757
74471	51931/194009	0,26767
74472	51931/168326	0,30851
74473	51931/194146	0,26748
74474	51931/168340	0,30849
74475	51931/168341	0,30849
74476	51931/218262	0,23793
74477	51931/194011	0,26767
74478	51931/175736	0,29551
74479	51931/175945	0,29515
74480	51931/176035	0,29500
74481	51931/194044	0,26762
74482	51931/168317	0,30853
74483	51931/194082	0,26757
74484	51931/168371	0,30843
74485	51931/168317	0,30853
74486	51931/175764	0,29546
74487	51931/218264	0,23793
74488	51931/175772	0,29545
74489	51931/219173	0,23694
74490	51931/175799	0,29540
74491	51931/194000	0,26769
74492	51931/175859	0,29530
74493	51931/168383	0,30841
74494	51931/168334	0,30850
74495	51931/168356	0,30846
74496	51931/176039	0,29500
74497	51931/168384	0,30841
74498	51931/168384	0,30841
74499	51931/175858	0,29530
74500	51931/265351	0,19571
74501	51931/194146	0,26748
74502	51931/175896	0,29524
74503	51931/168301	0,30856
74504	51931/193999	0,26769
74505	51931/168381	0,30841
74506	51931/176140	0,29483
74507	51931/265349	0,19571
74508	51931/224221	0,23161
74509	51931/168356	0,30846
74510	51931/219188	0,23692
74511	51931/175730	0,29552
74512	51931/194137	0,26750
74513	51931/194091	0,26756
74514	51931/168355	0,30846
74515	51931/168335	0,30850
74516	51931/194000	0,26769
74517	51931/224221	0,23161
74518	51931/194089	0,26756
74519	51931/175775	0,29544
74520	51931/168316	0,30853
74521	51931/193995	0,26769
74522	51931/194032	0,26764
74523	51931/175787	0,29542
74524	51931/175773	0,29544
74525	51931/168385	0,30841
74526	51931/219665	0,23641
74527	51931/168316	0,30853
74528	51931/175933	0,29517
74529	51931/193205	0,26879
74530	51931/168272	0,30861
74531	51931/168292	0,30858
74532	51931/168303	0,30856
74533	51931/168317	0,30853
74534	51931/168298	0,30857
74535	51931/175779	0,29543
74536	51931/175782	0,29543
74537	51931/168290	0,30858
74538	51931/168265	0,30863
74539	51931/175747	0,29549
74540	51931/194065	0,26760
74541	51931/168300	0,30856
74542	51931/175814	0,29537
74543	51931/193980	0,26771
74544	51931/218054	0,23816
74545	51931/175767	0,29545
74546	51931/193923	0,26779
74547	51931/175939	0,29516
74548	51931/218834	0,23731
74549	51931/168287	0,30859
74550	51931/217433	0,23884
74551	51931/218342	0,23784
74552	51931/175684	0,29559
74553	51931/218419	0,23776
74554	51931/193909	0,26781
74555	51931/168270	0,30862
74556	51931/175714	0,29554
74557	51931/176050	0,29498
74558	51931/168274	0,30861
74559	51931/175691	0,29558
74560	51931/175950	0,29515
74561	51931/241598	0,21495
74562	51931/217893	0,23833
74563	51931/175642	0,29566
74564	51931/168308	0,30855
74565	51931/218098	0,23811
74566	51931/175573	0,29578
74567	51931/168306	0,30855
74568	51931/193868	0,26787
74569	51931/192705	0,26948
74570	51931/168340	0,30849
74571	51931/218548	0,23762
74572	51931/194144	0,26749
74573	51931/224450	0,23137
74574	51931/194049	0,26762
74576	51931/168345	0,30848
74577	51931/168354	0,30846
74578	51931/218769	0,23738
74579	51931/218520	0,23765
74581	51931/175904	0,29522
74582	51931/194042	0,26763
74583	51931/168370	0,30843
74584	51931/194142	0,26749
74585	51931/194012	0,26767
74586	51931/168339	0,30849
74587	51931/168360	0,30845
74588	51931/175818	0,29537
74589	51931/194077	0,26758
74590	51931/194146	0,26748
74591	51931/168385	0,30841
74592	51931/225217	0,23058
74593	51931/219253	0,23685
74594	51931/194043	0,26763
74595	51931/175799	0,29540
74596	51931/219705	0,23637
74597	51931/175850	0,29531
74598	51931/194011	0,26767
74599	51931/244556	0,21235
74600	51931/245142	0,21184
74601	51931/194002	0,26768
74602	51931/168333	0,30850
74603	51931/194012	0,26767
74604	51931/175816	0,29537
74605	51931/175840	0,29533
74606	51931/193986	0,26770
74607	51931/175911	0,29521
74608	51931/176037	0,29500
74609	51931/167256	0,31049
74610	51931/176142	0,29482
74611	51931/194071	0,26759
74612	51931/194077	0,26758
74613	51931/168364	0,30844
74615	51931/168321	0,30852
74616	51931/176094	0,29490
74617	51931/194146	0,26748
74618	51931/194103	0,26754
74619	51931/175956	0,29514
74620	51931/168366	0,30844
74621	51931/176141	0,29483
74622	51931/175867	0,29529
74623	51931/168363	0,30845
74624	51931/194041	0,26763
74625	51931/175887	0,29525
74626	51931/168365	0,30844
74627	51931/194101	0,26755
74628	51931/175902	0,29523
74629	51931/176094	0,29490
74630	51931/218565	0,23760
74631	51931/168324	0,30852
74632	51931/168365	0,30844
74633	51931/194005	0,26768
74634	51931/194142	0,26749
74635	51931/218445	0,23773
74636	51931/168383	0,30841
74637	51931/175857	0,29530
74638	51931/175855	0,29531
74639	51931/175866	0,29529
74640	51931/175823	0,29536
74641	51931/176094	0,29490
74642	51931/175867	0,29529
74643	51931/168348	0,30847
74644	51931/175830	0,29535
74645	51931/176134	0,29484
74646	51931/194037	0,26763
74647	51931/194077	0,26758
74648	51931/175781	0,29543
74649	51931/193866	0,26787
74650	51931/218259	0,23793
74651	51931/168305	0,30855
74652	51931/168306	0,30855
74653	51931/175690	0,29558
74654	51931/175847	0,29532
74655	51931/168293	0,30857
74656	51931/168322	0,30852
74657	51931/218597	0,23757
74658	51931/193927	0,26779
74659	51931/175961	0,29513
74660	51931/193995	0,26769
74661	51931/193956	0,26775
74662	51931/193970	0,26773
74663	51931/168294	0,30857
74664	51931/193946	0,26776
74665	51931/176018	0,29503
74666	51931/175813	0,29538
74667	51931/193967	0,26773
74668	51931/193958	0,26774
74669	51931/225873	0,22991
74670	51931/168307	0,30855
74671	51931/175959	0,29513
74672	51931/175720	0,29553
74673	51931/175716	0,29554
74674	51931/168316	0,30853
74675	51931/175972	0,29511
74676	51931/193910	0,26781
74677	51931/218174	0,23803
74678	51931/168307	0,30855
74679	51931/175805	0,29539
74680	51931/219091	0,23703
74681	51931/168301	0,30856
74682	51931/168324	0,30852
74683	51931/193937	0,26777
74684	51931/218132	0,23807
74685	51931/218007	0,23821
74686	51931/218226	0,23797
74687	51931/168312	0,30854
74688	51931/193965	0,26773
74689	51931/219276	0,23683
74690	51931/194146	0,26748
74691	51931/175762	0,29546
74692	51931/175726	0,29552
74693	51931/218376	0,23781
74694	51931/218827	0,23732
74695	51931/194050	0,26762
74696	51931/218439	0,23774
74697	51931/175754	0,29548
74698	51931/218977	0,23715
74699	51931/193990	0,26770
74700	51931/194007	0,26768
74701	51931/175994	0,29507
74702	51931/193991	0,26770
74703	51931/168383	0,30841
74704	51931/218377	0,23780
74705	51931/175894	0,29524
74706	51931/194006	0,26768
74707	51931/168319	0,30853
74708	51931/218977	0,23715
74709	51931/168318	0,30853
74710	51931/218977	0,23715
74711	51931/194005	0,26768
74712	51931/176005	0,29505
74713	51931/175726	0,29552
74714	51931/194046	0,26762
74715	51931/242771	0,21391
74716	51931/176142	0,29482
74717	51931/220247	0,23579
74718	51931/194050	0,26762
74719	51931/194114	0,26753
74720	51931/194144	0,26749
74721	51931/194142	0,26749
74722	51931/194113	0,26753
74723	51931/218681	0,23747
74724	51931/168340	0,30849
74725	51931/219120	0,23700
74726	51931/176142	0,29482
74727	51931/176142	0,29482
74728	51931/218441	0,23773
74729	51931/213407	0,24334
74730	51931/175802	0,29539
74731	51931/175699	0,29557
74732	51931/218680	0,23747
74733	51931/193956	0,26775
74734	51931/217997	0,23822
74735	51931/175779	0,29543
74736	51931/175929	0,29518
74737	51931/175724	0,29553
74738	51931/218142	0,23806
74739	51931/218105	0,23810
74740	51931/168287	0,30859
74741	51931/193939	0,26777
74742	51931/168247	0,30866
74743	51931/194030	0,26764
74744	51931/175721	0,29553
74745	51931/217911	0,23831
74746	51931/175721	0,29553
74747	51931/175912	0,29521
74748	51931/193988	0,26770
74749	51931/194009	0,26767
74750	51931/168323	0,30852
74751	51931/218180	0,23802
74752	51931/175644	0,29566
74753	51931/168348	0,30847
74754	51931/193973	0,26772
74755	51931/175684	0,29559
74756	51931/175841	0,29533
74757	51931/175741	0,29550
74758	51931/194008	0,26767
74759	51931/217957	0,23826
74760	51931/175907	0,29522
74761	51931/218225	0,23797
74762	51931/175906	0,29522
74763	51931/168300	0,30856
74764	51931/193913	0,26781
74765	51931/218621	0,23754
74766	51931/175679	0,29560
74767	51931/218034	0,23818
74769	51931/218619	0,23754
74770	51931/175849	0,29532
74771	51931/168322	0,30852
74772	51931/168338	0,30849
74773	51931/194021	0,26766
74774	51931/219307	0,23680
74775	51931/194044	0,26762
74776	51931/194044	0,26762
74777	51931/243777	0,21303
74778	51931/224741	0,23107
74779	51931/194106	0,26754
74780	51931/194021	0,26766
74781	51931/194043	0,26763
74782	51931/194045	0,26762
74783	51931/219758	0,23631
74784	51931/175848	0,29532
74785	51931/194044	0,26762
74786	51931/194021	0,26766
74787	51931/175848	0,29532
74788	51931/175899	0,29523
74789	51931/175946	0,29515
74790	51931/194022	0,26766
74791	51931/268014	0,19376
74792	51931/224485	0,23133
74793	51931/175782	0,29543
74794	51931/194072	0,26759
74795	51931/218922	0,23721
74796	51931/194044	0,26762
74797	51931/176141	0,29483
74798	51931/194045	0,26762
74799	51931/244991	0,21197
74800	51931/168340	0,30849
74801	51931/168320	0,30853
74802	51931/168361	0,30845
74803	51931/193985	0,26771
74804	51931/194045	0,26762
74805	51931/219028	0,23710
74806	51931/193962	0,26774
74807	51931/168306	0,30855
74808	51931/168288	0,30858
74809	51931/193948	0,26776
74810	51931/168333	0,30850
74811	51931/193946	0,26776
74812	51931/193876	0,26786
74813	51931/218649	0,23751
74814	51931/168287	0,30859
74815	51931/218139	0,23806
74816	51931/168280	0,30860
74817	51931/193981	0,26771
74818	51931/175777	0,29544
74819	51931/193845	0,26790
74820	51931/194000	0,26769
74821	51931/218646	0,23751
74822	51931/193939	0,26777
74823	51931/193990	0,26770
74824	51931/218739	0,23741
74825	51931/168375	0,30842
74826	51931/218758	0,23739
74827	51931/175858	0,29530
74828	51931/175804	0,29539
74829	51931/168296	0,30857
74830	51931/168322	0,30852
74831	51931/175829	0,29535
74832	51931/217915	0,23831
74833	51931/168316	0,30853
74834	51931/218668	0,23749
74835	51931/175742	0,29550
74836	51931/175891	0,29525
74837	51931/168296	0,30857
74838	51931/193906	0,26782
74839	51931/168385	0,30841
74840	51931/175789	0,29542
74841	51931/175733	0,29551
74842	51931/168379	0,30842
74843	51931/168295	0,30857
74844	51931/218160	0,23804
74845	51931/218219	0,23798
74846	51931/174524	0,29756
74847	51931/168301	0,30856
74848	51931/175853	0,29531
74849	51931/193970	0,26773
74850	51931/175657	0,29564
74851	51931/193929	0,26778
74852	51931/194116	0,26753
74853	51931/218766	0,23738
74854	51931/175960	0,29513
74855	51931/168325	0,30852
74856	51931/193981	0,26771
74857	51931/218353	0,23783
74858	51931/193925	0,26779
74859	51931/168291	0,30858
74860	51931/218466	0,23771
74861	51931/175889	0,29525
74862	51931/168335	0,30850
74863	51931/193946	0,26776
74864	51931/193978	0,26772
74865	51931/194068	0,26759
74866	51931/168269	0,30862
74867	51931/168292	0,30858
74868	51931/175873	0,29528
74869	51931/175937	0,29517
74870	51931/168320	0,30853
74871	51931/193981	0,26771
74872	51931/175794	0,29541
74873	51931/175943	0,29516
74874	51931/175731	0,29551
74875	51931/168327	0,30851
74876	51931/168326	0,30851
74877	51931/218342	0,23784
74878	51931/193949	0,26776
74879	51931/168286	0,30859
74880	51931/175944	0,29516
74881	51931/194026	0,26765
74882	51931/218881	0,23726
74883	51931/218669	0,23749
74884	51931/193950	0,26775
74885	51931/174363	0,29783
74886	51931/194015	0,26766
74887	51931/168328	0,30851
74888	51931/218546	0,23762
74889	51931/168282	0,30860
74890	51931/218793	0,23735
74891	51931/193987	0,26770
74892	51931/168328	0,30851
74893	51931/218510	0,23766
74894	51931/193893	0,26783
74895	51931/175766	0,29546
74896	51931/176134	0,29484
74897	51931/193973	0,26772
74898	51931/218600	0,23756
74899	51931/193953	0,26775
74900	51931/243626	0,21316
74901	51931/168281	0,30860
74902	51931/218119	0,23809
74903	51931/168281	0,30860
74904	51931/193947	0,26776
74905	51931/168316	0,30853
74906	51931/175850	0,29531
74907	51931/218277	0,23791
74908	51931/193950	0,26775
74909	51931/176011	0,29504
74910	51931/175744	0,29549
74911	51931/194007	0,26768
74912	51931/218413	0,23777
74913	51931/193915	0,26780
74914	51931/218299	0,23789
74915	51931/175724	0,29553
