Vertex Id	Closeness centrality as fraction	Closeness centrality
32866	51931/237552	0,21861
32867	51931/289482	0,17939
32868	51931/236601	0,21949
32870	51931/272318	0,19070
32871	51931/272239	0,19076
32872	51931/237572	0,21859
32873	51931/288453	0,18003
32874	51931/236677	0,21942
32875	51931/288439	0,18004
32876	51931/288426	0,18005
32877	51931/271016	0,19162
32879	51931/271130	0,19154
32881	51931/236573	0,21951
32882	51931/288503	0,18000
32883	51931/236669	0,21942
32885	51931/271105	0,19155
32886	51931/323035	0,16076
32887	51931/237652	0,21852
32889	51931/236584	0,21950
32891	51931/237548	0,21861
32892	51931/289478	0,17940
32893	51931/237676	0,21849
32894	51931/236471	0,21961
32895	51931/271029	0,19161
32896	51931/322886	0,16083
32897	51931/237615	0,21855
32898	51931/288345	0,18010
32899	51931/288343	0,18010
32900	51931/237628	0,21854
32901	51931/289558	0,17935
32902	51931/271136	0,19153
32904	51931/237674	0,21850
32905	51931/289604	0,17932
32906	51931/237657	0,21851
32908	51931/237567	0,21860
32909	51931/289497	0,17938
32910	51931/271040	0,19160
32912	51931/272334	0,19069
32914	51931/237675	0,21850
32915	51931/289605	0,17932
32916	51931/272428	0,19062
32918	51931/271119	0,19154
32919	51931/323049	0,16075
32920	51931/271104	0,19155
32921	51931/323034	0,16076
32922	51931/236606	0,21948
32924	51931/237652	0,21852
32926	51931/271023	0,19161
32928	51931/272423	0,19063
32930	51931/271032	0,19160
32932	51931/272326	0,19069
32933	51931/324256	0,16015
32934	51931/271025	0,19161
32935	51931/322955	0,16080
32936	51931/271010	0,19162
32937	51931/322940	0,16081
32938	51931/237556	0,21861
32939	51931/289486	0,17939
32940	51931/272439	0,19062
32942	51931/236671	0,21942
32944	51931/271117	0,19154
32945	51931/323047	0,16075
32946	51931/237554	0,21861
32948	51931/237584	0,21858
32950	51931/237647	0,21852
32951	51931/289577	0,17933
32952	51931/236712	0,21938
32954	51931/237560	0,21860
32956	51931/272403	0,19064
32958	51931/272323	0,19070
32960	51931/236666	0,21943
32962	51931/271010	0,19162
32963	51931/322940	0,16081
32964	51931/271006	0,19162
32965	51931/322936	0,16081
32966	51931/237557	0,21860
32967	51931/289487	0,17939
32968	51931/272339	0,19069
32969	51931/324269	0,16015
32970	51931/271121	0,19154
32971	51931/323051	0,16075
32972	51931/237579	0,21858
32974	51931/237647	0,21852
32976	51931/271116	0,19155
32978	51931/236623	0,21947
32979	51931/288553	0,17997
32980	51931/237567	0,21860
32982	51931/272322	0,19070
32984	51931/236706	0,21939
32986	51931/236584	0,21950
32988	51931/271048	0,19159
32990	51931/272304	0,19071
32992	51931/236675	0,21942
32994	51931/272404	0,19064
32996	51931/272310	0,19071
32997	51931/324240	0,16016
32998	51931/271111	0,19155
32999	51931/323041	0,16076
33000	51931/272339	0,19069
33002	51931/271022	0,19161
33003	51931/322952	0,16080
33004	51931/271115	0,19155
33005	51931/323045	0,16075
33006	51931/271134	0,19153
33008	51931/272420	0,19063
33009	51931/324350	0,16011
33010	51931/271117	0,19154
33011	51931/323047	0,16075
33012	51931/237548	0,21861
33014	51931/237574	0,21859
33015	51931/289504	0,17938
33016	51931/237658	0,21851
33018	51931/236583	0,21950
33019	51931/288513	0,18000
33020	51931/272399	0,19064
33022	51931/272347	0,19068
33024	51931/237590	0,21857
33025	51931/272369	0,19066
33026	51931/272341	0,19068
33027	51931/322924	0,16081
33028	51931/237664	0,21851
33029	51931/237683	0,21849
33030	51931/288436	0,18004
33031	51931/288460	0,18003
33032	51931/289480	0,17939
33033	51931/272415	0,19063
33035	51931/272312	0,19070
33037	51931/272419	0,19063
33038	51931/324349	0,16011
33039	51931/236702	0,21939
33041	51931/236599	0,21949
33042	51931/237672	0,21850
33043	51931/322924	0,16081
33044	51931/237582	0,21858
33045	51931/272291	0,19072
33046	51931/288343	0,18010
33047	51931/288392	0,18007
33048	51931/288386	0,18007
33049	51931/272309	0,19071
33051	51931/272403	0,19064
33052	51931/324333	0,16012
33053	51931/271124	0,19154
33054	51931/323054	0,16075
33055	51931/237529	0,21863
33056	51931/289459	0,17941
33057	51931/271051	0,19159
33059	51931/271031	0,19161
33061	51931/272436	0,19062
33062	51931/324366	0,16010
33063	51931/271126	0,19154
33065	51931/237644	0,21852
33066	51931/289574	0,17934
33067	51931/272434	0,19062
33069	51931/237580	0,21858
33070	51931/289510	0,17938
33071	51931/272412	0,19063
33072	51931/324342	0,16011
33073	51931/270997	0,19163
33075	51931/236607	0,21948
33076	51931/288537	0,17998
33077	51931/271141	0,19153
33078	51931/323071	0,16074
33079	51931/237649	0,21852
33080	51931/289579	0,17933
33081	51931/272326	0,19069
33083	51931/272419	0,19063
33084	51931/324349	0,16011
33085	51931/272410	0,19064
33087	51931/271103	0,19155
33088	51931/323033	0,16076
33089	51931/272409	0,19064
33090	51931/324339	0,16011
33091	51931/271118	0,19154
33093	51931/236569	0,21952
33095	51931/272393	0,19065
33096	51931/324323	0,16012
33097	51931/272406	0,19064
33098	51931/324336	0,16011
33099	51931/236567	0,21952
33100	51931/288497	0,18001
33101	51931/272456	0,19060
33102	51931/237522	0,21864
33103	51931/236616	0,21947
33104	51931/288445	0,18004
33105	51931/236555	0,21953
33106	51931/271081	0,19157
33107	51931/288382	0,18008
33108	51931/288362	0,18009
33109	51931/288378	0,18008
33110	51931/271126	0,19154
33112	51931/272426	0,19062
33114	51931/272316	0,19070
33115	51931/324246	0,16016
33116	51931/237683	0,21849
33117	51931/289613	0,17931
33118	51931/237562	0,21860
33120	51931/271108	0,19155
33122	51931/272445	0,19061
33124	51931/272320	0,19070
33125	51931/324250	0,16016
33126	51931/237553	0,21861
33128	51931/271037	0,19160
33129	51931/271096	0,19156
33130	51931/323026	0,16076
33131	51931/236693	0,21940
33133	51931/237659	0,21851
33135	51931/236602	0,21949
33136	51931/288532	0,17998
33137	51931/236678	0,21942
33138	51931/288608	0,17994
33139	51931/236675	0,21942
33141	51931/271140	0,19153
33142	51931/323070	0,16074
33143	51931/236583	0,21950
33144	51931/288513	0,18000
33145	51931/271035	0,19160
33147	51931/236586	0,21950
33149	51931/271097	0,19156
33150	51931/323027	0,16076
33151	51931/272326	0,19069
33153	51931/272336	0,19069
33155	51931/236647	0,21944
33156	51931/288577	0,17996
33157	51931/272301	0,19071
33159	51931/237620	0,21855
33161	51931/272407	0,19064
33162	51931/324337	0,16011
33163	51931/271041	0,19160
33164	51931/322971	0,16079
33165	51931/272295	0,19072
33166	51931/324225	0,16017
33167	51931/271116	0,19155
33168	51931/323046	0,16075
33169	51931/272323	0,19070
33170	51931/324253	0,16016
33171	51931/237656	0,21851
33172	51931/289586	0,17933
33173	51931/272417	0,19063
33174	51931/324347	0,16011
33175	51931/272326	0,19069
33176	51931/324256	0,16015
33177	51931/271029	0,19161
33178	51931/322959	0,16080
33179	51931/272313	0,19070
33180	51931/324243	0,16016
33181	51931/272318	0,19070
33182	51931/324248	0,16016
33183	51931/272411	0,19063
33185	51931/236683	0,21941
33187	51931/272336	0,19069
33188	51931/324266	0,16015
33189	51931/271120	0,19154
33191	51931/271129	0,19154
33193	51931/271025	0,19161
33195	51931/236580	0,21951
33197	51931/236579	0,21951
33198	51931/288509	0,18000
33199	51931/271040	0,19160
33200	51931/322970	0,16079
33201	51931/272248	0,19075
33202	51931/237648	0,21852
33203	51931/289578	0,17933
33204	51931/237652	0,21852
33205	51931/236667	0,21943
33206	51931/288336	0,18011
33207	51931/288414	0,18006
33208	51931/288401	0,18007
33209	51931/237649	0,21852
33211	51931/271095	0,19156
33213	51931/270999	0,19163
33215	51931/237642	0,21853
33217	51931/272291	0,19072
33219	51931/271026	0,19161
33220	51931/322956	0,16080
33221	51931/272410	0,19064
33222	51931/324340	0,16011
33223	51931/271136	0,19153
33224	51931/323066	0,16074
33225	51931/271003	0,19163
33227	51931/237548	0,21861
33229	51931/271032	0,19160
33230	51931/322962	0,16080
33231	51931/272434	0,19062
33232	51931/324364	0,16010
33233	51931/272392	0,19065
33234	51931/324322	0,16012
33235	51931/236680	0,21941
33237	51931/272339	0,19069
33238	51931/324269	0,16015
33239	51931/272460	0,19060
33241	51931/272309	0,19071
33242	51931/324239	0,16016
33243	51931/271114	0,19155
33245	51931/236612	0,21948
33247	51931/236690	0,21941
33249	51931/237572	0,21859
33250	51931/289502	0,17938
33251	51931/272315	0,19070
33253	51931/237598	0,21857
33254	51931/237694	0,21848
33256	51931/236597	0,21949
33257	51931/288444	0,18004
33258	51931/288440	0,18004
33259	51931/236567	0,21952
33261	51931/272300	0,19071
33262	51931/324230	0,16017
33263	51931/237638	0,21853
33265	51931/236568	0,21952
33267	51931/237656	0,21851
33269	51931/237585	0,21858
33270	51931/289515	0,17937
33271	51931/236578	0,21951
33273	51931/236694	0,21940
33274	51931/288624	0,17993
33275	51931/236661	0,21943
33277	51931/237609	0,21856
33278	51931/271075	0,19157
33279	51931/322924	0,16081
33280	51931/236676	0,21942
33281	51931/236671	0,21942
33282	51931/288442	0,18004
33283	51931/288437	0,18004
33284	51931/288542	0,17998
33285	51931/272343	0,19068
33286	51931/271108	0,19155
33288	51931/236676	0,21942
33289	51931/288606	0,17994
33290	51931/236677	0,21942
33292	51931/271109	0,19155
33294	51931/236583	0,21950
33296	51931/236662	0,21943
33297	51931/288592	0,17995
33298	51931/236641	0,21945
33299	51931/288571	0,17996
33300	51931/272294	0,19072
33301	51931/236682	0,21941
33303	51931/236593	0,21950
33304	51931/288382	0,18008
33305	51931/288425	0,18005
33306	51931/272422	0,19063
33307	51931/324352	0,16011
33308	51931/237561	0,21860
33310	51931/236681	0,21941
33312	51931/272332	0,19069
33314	51931/271028	0,19161
33316	51931/237566	0,21860
33317	51931/289496	0,17938
33318	51931/270967	0,19165
33319	51931/237572	0,21859
33321	51931/272324	0,19070
33322	51931/271045	0,19160
33323	51931/322938	0,16081
33325	51931/288510	0,18000
33326	51931/236674	0,21942
33327	51931/288604	0,17994
33328	51931/236605	0,21948
33330	51931/236533	0,21955
33331	51931/288371	0,18008
33332	51931/272266	0,19074
33333	51931/237557	0,21860
33334	51931/237026	0,21909
33335	51931/287591	0,18057
33336	51931/287727	0,18049
33337	51931/287062	0,18091
33338	51931/287709	0,18050
33339	51931/287611	0,18056
33340	51931/287645	0,18054
33341	51931/287525	0,18061
33342	51931/287875	0,18039
33343	51931/287912	0,18037
33344	51931/287528	0,18061
33345	51931/287851	0,18041
33346	51931/287586	0,18058
33347	51931/287684	0,18051
33348	51931/287756	0,18047
33349	51931/287623	0,18055
33350	51931/287621	0,18055
33351	51931/287688	0,18051
33352	51931/287595	0,18057
33353	51931/287702	0,18050
33354	51931/287742	0,18048
33355	51931/287687	0,18051
33356	51931/287581	0,18058
33357	51931/287789	0,18045
33358	51931/287525	0,18061
33359	51931/287674	0,18052
33360	51931/287790	0,18045
33361	51931/287702	0,18050
33362	51931/287581	0,18058
33363	51931/287952	0,18035
33364	51931/287589	0,18057
33365	51931/287766	0,18046
33366	51931/287843	0,18041
33367	51931/287598	0,18057
33368	51931/287902	0,18038
33369	51931/287825	0,18043
33370	51931/287805	0,18044
33371	51931/287581	0,18058
33372	51931/287681	0,18052
33373	51931/271091	0,19156
33374	51931/237615	0,21855
33375	51931/272296	0,19072
33376	51931/272247	0,19075
33377	51931/272291	0,19072
33378	51931/272292	0,19072
33379	51931/270994	0,19163
33380	51931/272361	0,19067
33381	51931/272400	0,19064
33382	51931/271000	0,19163
33383	51931/236532	0,21955
33384	51931/237575	0,21859
33385	51931/237481	0,21867
33386	51931/236490	0,21959
33387	51931/236576	0,21951
33388	51931/270956	0,19166
33389	51931/237561	0,21860
33390	51931/237485	0,21867
33391	51931/272324	0,19070
33392	51931/272336	0,19069
33393	51931/236506	0,21958
33394	51931/270981	0,19164
33395	51931/270926	0,19168
33396	51931/237539	0,21862
33397	51931/270955	0,19166
33398	51931/236559	0,21953
33399	51931/271077	0,19157
33400	51931/237541	0,21862
33401	51931/236489	0,21959
33402	51931/272236	0,19076
33403	51931/236448	0,21963
33404	51931/237560	0,21860
33405	51931/236521	0,21956
33406	51931/272301	0,19071
33407	51931/237558	0,21860
33408	51931/271062	0,19158
33409	51931/272401	0,19064
33410	51931/272433	0,19062
33412	51931/236678	0,21942
33414	51931/271150	0,19152
33415	51931/323080	0,16074
33416	51931/271045	0,19160
33418	51931/272355	0,19067
33420	51931/236594	0,21949
33422	51931/236696	0,21940
33423	51931/288626	0,17992
33424	51931/272455	0,19060
33426	51931/236747	0,21935
33427	51931/288677	0,17989
33428	51931/237588	0,21858
33429	51931/289518	0,17937
33430	51931/237606	0,21856
33432	51931/271124	0,19154
33433	51931/323054	0,16075
33434	51931/237677	0,21849
33435	51931/289607	0,17932
33436	51931/272334	0,19069
33438	51931/237585	0,21858
33439	51931/289515	0,17937
33440	51931/271147	0,19152
33442	51931/272361	0,19067
33443	51931/324291	0,16014
33444	51931/272452	0,19061
33445	51931/324382	0,16009
33446	51931/272308	0,19071
33447	51931/272475	0,19059
33448	51931/272409	0,19064
33449	51931/288385	0,18008
33450	51931/288411	0,18006
33451	51931/288416	0,18006
33452	51931/236633	0,21946
33453	51931/288563	0,17996
33454	51931/272371	0,19066
33455	51931/324301	0,16013
33456	51931/272348	0,19068
33457	51931/324278	0,16014
33458	51931/237563	0,21860
33459	51931/289493	0,17939
33460	51931/272352	0,19068
33462	51931/271167	0,19151
33464	51931/236618	0,21947
33466	51931/272321	0,19070
33467	51931/324251	0,16016
33468	51931/236698	0,21940
33470	51931/271047	0,19159
33471	51931/322977	0,16079
33472	51931/271136	0,19153
33473	51931/323066	0,16074
33474	51931/237597	0,21857
33476	51931/236704	0,21939
33478	51931/237659	0,21851
33480	51931/237586	0,21858
33481	51931/289516	0,17937
33482	51931/271037	0,19160
33484	51931/236615	0,21947
33486	51931/272328	0,19069
33487	51931/324258	0,16015
33488	51931/271064	0,19158
33490	51931/237550	0,21861
33491	51931/237646	0,21852
33492	51931/271133	0,19153
33493	51931/323063	0,16075
33494	51931/236604	0,21948
33496	51931/237571	0,21859
33498	51931/272336	0,19069
33499	51931/324266	0,16015
33500	51931/271093	0,19156
33501	51931/323023	0,16077
33502	51931/236683	0,21941
33503	51931/288613	0,17993
33504	51931/236674	0,21942
33506	51931/272451	0,19061
33507	51931/324381	0,16009
33508	51931/236672	0,21942
33509	51931/288602	0,17994
33510	51931/272422	0,19063
33511	51931/324352	0,16011
33512	51931/237674	0,21850
33514	51931/236593	0,21950
33515	51931/271114	0,19155
33516	51931/236677	0,21942
33517	51931/288446	0,18004
33518	51931/288425	0,18005
33519	51931/288444	0,18004
33520	51931/271053	0,19159
33521	51931/272413	0,19063
33522	51931/324343	0,16011
33523	51931/272346	0,19068
33525	51931/236590	0,21950
33527	51931/237663	0,21851
33529	51931/237563	0,21860
33530	51931/289493	0,17939
33531	51931/236608	0,21948
33533	51931/271056	0,19159
33535	51931/271132	0,19153
33537	51931/272338	0,19069
33539	51931/272443	0,19061
33541	51931/271050	0,19159
33542	51931/322980	0,16079
33543	51931/236668	0,21943
33545	51931/271046	0,19159
33547	51931/236595	0,21949
33549	51931/272436	0,19062
33551	51931/271154	0,19152
33552	51931/323084	0,16074
33553	51931/271146	0,19152
33555	51931/272409	0,19064
33556	51931/324339	0,16011
33557	51931/271035	0,19160
33558	51931/322965	0,16079
33559	51931/271082	0,19157
33561	51931/271131	0,19153
33563	51931/236587	0,21950
33564	51931/288517	0,17999
33565	51931/237686	0,21849
33567	51931/236589	0,21950
33569	51931/236699	0,21940
33570	51931/288629	0,17992
33571	51931/272382	0,19066
33572	51931/324312	0,16013
33573	51931/272430	0,19062
33574	51931/324360	0,16010
33575	51931/236583	0,21950
33577	51931/271053	0,19159
33579	51931/271146	0,19152
33580	51931/323076	0,16074
33581	51931/272364	0,19067
33582	51931/324294	0,16014
33583	51931/272429	0,19062
33585	51931/272444	0,19061
33587	51931/236613	0,21948
33588	51931/288543	0,17998
33589	51931/236689	0,21941
33591	51931/272343	0,19068
33592	51931/324273	0,16015
33593	51931/236603	0,21949
33595	51931/272334	0,19069
33597	51931/236693	0,21940
33598	51931/288623	0,17993
33599	51931/236617	0,21947
33600	51931/288547	0,17997
33601	51931/271139	0,19153
33603	51931/237659	0,21851
33604	51931/289589	0,17933
33605	51931/271047	0,19159
33606	51931/322977	0,16079
33607	51931/237663	0,21851
33608	51931/289593	0,17932
33609	51931/237661	0,21851
33610	51931/289591	0,17933
33611	51931/237561	0,21860
33612	51931/289491	0,17939
33613	51931/272340	0,19068
33615	51931/271032	0,19160
33617	51931/237660	0,21851
33619	51931/271041	0,19160
33621	51931/271058	0,19159
33622	51931/322988	0,16078
33623	51931/236681	0,21941
33624	51931/288611	0,17993
33625	51931/272443	0,19061
33627	51931/272439	0,19062
33629	51931/237571	0,21859
33631	51931/236614	0,21948
33632	51931/288544	0,17998
33633	51931/272352	0,19068
33635	51931/237565	0,21860
33637	51931/271130	0,19154
33639	51931/237562	0,21860
33640	51931/289492	0,17939
33641	51931/271069	0,19158
33643	51931/272463	0,19060
33644	51931/236556	0,21953
33645	51931/237551	0,21861
33646	51931/288375	0,18008
33647	51931/288372	0,18008
33648	51931/288376	0,18008
33649	51931/272301	0,19071
33650	51931/271032	0,19160
33651	51931/322962	0,16080
33652	51931/271044	0,19160
33653	51931/322974	0,16079
